date,value
2019-9-29,4
2019-9-29,4
2019-9-24,4
2019-9-23,4
2019-9-22,5
2019-9-21,4
2019-9-21,10
2019-9-21,6
2019-9-21,4
2019-9-20,6
2019-9-19,6
2019-9-18,4
2019-9-18,4
2019-9-16,4
2019-9-14,4
2019-9-14,5
2019-9-14,4
2019-9-12,5
2019-9-12,6
2019-9-10,4
2019-9-8,4
2019-9-8,4
2019-9-7,4
2019-9-4,4
2019-9-4,4
2019-9-2,4
2019-9-2,4
2019-9-2,5
2019-9-1,4
2019-9-1,4
2019-9-1,7
2019-9-1,4
2019-8-31,4
2019-8-31,4
2019-8-31,31
2019-8-31,4
2019-8-31,4
2019-8-31,4
2019-8-31,5
2019-8-30,4
2019-8-30,6
2019-8-29,4
2019-8-25,7
2019-8-25,4
2019-8-24,7
2019-8-24,4
2019-8-23,5
2019-8-23,4
2019-8-23,4
2019-8-22,4
2019-8-22,4
2019-8-20,4
2019-8-18,4
2019-8-17,6
2019-8-15,5
2019-8-15,5
2019-8-14,6
2019-8-13,5
2019-8-12,4
2019-8-11,6
2019-8-10,4
2019-8-10,4
2019-8-9,4
2019-8-7,4
2019-8-5,4
2019-8-4,4
2019-8-4,8
2019-8-4,4
2019-8-4,7
2019-8-4,27
2019-8-3,46
2019-8-2,5
2019-7-30,5
2019-7-28,6
2019-7-28,21
2019-7-28,7
2019-7-28,4
2019-7-28,4
2019-7-27,4
2019-7-27,12
2019-7-26,4
2019-7-25,6
2019-7-21,4
2019-7-21,4
2019-7-20,4
2019-7-20,4
2019-7-20,7
2019-7-18,4
2019-7-17,4
2019-7-16,4
2019-7-15,4
2019-7-14,4
2019-7-13,5
2019-7-13,7
2019-7-11,4
2019-7-8,4
2019-7-7,6
2019-7-7,5
2019-7-7,4
2019-7-7,4
2019-7-7,4
2019-7-6,4
2019-7-6,5
2019-7-5,6
2019-7-5,6
2019-7-5,5
2019-7-5,4
2019-7-4,4
2019-7-4,4
2019-7-4,4
2019-7-4,4
2019-7-3,5
2019-7-2,4
2019-7-1,4
2019-6-30,4
2019-6-30,5
2019-6-30,4
2019-6-30,6
2019-6-29,4
2019-6-29,4
2019-6-29,5
2019-6-29,7
2019-6-28,4
2019-6-28,5
2019-6-28,7
2019-6-28,4
2019-6-28,5
2019-6-27,7
2019-6-26,4
2019-6-26,4
2019-6-23,4
2019-6-23,5
2019-6-23,11
2019-6-23,5
2019-6-23,4
2019-6-22,4
2019-6-22,4
2019-6-22,5
2019-6-21,4
2019-6-21,4
2019-6-21,5
2019-6-21,5
2019-6-20,10
2019-6-18,5
2019-6-17,4
2019-6-17,5
2019-6-16,6
2019-6-16,7
2019-6-16,6
2019-6-15,4
2019-6-12,4
2019-6-11,4
2019-6-11,4
2019-6-9,4
2019-6-9,4
2019-6-9,4
2019-6-8,7
2019-6-8,4
2019-6-7,5
2019-6-6,4
2019-6-5,4
2019-6-1,5
2019-6-1,4
2019-6-1,4
2019-6-1,4
2019-6-1,5
2019-6-1,6
2019-5-31,17
2019-5-31,4
2019-5-30,5
2019-5-29,5
2019-5-29,4
2019-5-27,4
2019-5-27,5
2019-5-27,6
2019-5-26,4
2019-5-26,5
2019-5-26,4
2019-5-25,9
2019-5-25,5
2019-5-25,10
2019-5-25,4
2019-5-25,5
2019-5-20,4
2019-5-20,5
2019-5-20,4
2019-5-19,5
2019-5-18,5
2019-5-18,9
2019-5-18,7
2019-5-18,5
2019-5-18,4
2019-5-18,4
2019-5-18,6
2019-5-17,4
2019-5-16,4
2019-5-15,4
2019-5-14,4
2019-5-13,4
2019-5-13,5
2019-5-11,4
2019-5-10,5
2019-5-10,6
2019-5-8,4
2019-5-7,9
2019-5-5,5
2019-5-5,6
2019-5-4,5
2019-5-4,4
2019-5-4,5
2019-5-4,4
2019-5-3,4
2019-5-3,5
2019-5-3,4
2019-5-1,4
2019-4-30,6
2019-4-28,7
2019-4-28,4
2019-4-28,8
2019-4-28,4
2019-4-27,4
2019-4-27,4
2019-4-27,6
2019-4-21,4
2019-4-20,6
2019-4-19,4
2019-4-18,4
2019-4-16,4
2019-4-14,4
2019-4-14,4
2019-4-14,4
2019-4-13,4
2019-4-12,4
2019-4-11,4
2019-4-11,5
2019-4-11,5
2019-4-9,4
2019-4-7,7
2019-4-7,4
2019-4-7,6
2019-4-7,4
2019-4-6,4
2019-4-6,6
2019-4-4,4
2019-4-4,5
2019-4-2,4
2019-4-2,5
2019-3-31,5
2019-3-31,7
2019-3-31,5
2019-3-28,4
2019-3-25,5
2019-3-24,6
2019-3-24,7
2019-3-19,6
2019-3-17,4
2019-3-17,4
2019-3-17,4
2019-3-16,4
2019-3-15,6
2019-3-14,4
2019-3-11,4
2019-3-10,4
2019-3-10,5
2019-3-3,4
2019-3-3,6
2019-3-2,5
2019-2-28,4
2019-2-22,4
2019-2-21,5
2019-2-21,4
2019-2-21,4
2019-2-20,4
2019-2-17,4
2019-2-17,5
2019-2-17,6
2019-2-16,5
2019-2-15,12
2019-2-11,5
2019-2-9,4
2019-2-6,4
2019-2-5,4
2019-2-4,5
2019-2-4,4
2019-2-3,7
2019-2-3,4
2019-2-1,4
2019-1-28,7
2019-1-27,5
2019-1-26,4
2019-1-26,5
2019-1-26,5
2019-1-26,4
2019-1-24,5
2019-1-24,5
2019-1-23,5
2019-1-20,4
2019-1-19,4
2019-1-19,5
2019-1-19,4
2019-1-19,5
2019-1-19,5
2019-1-17,4
2019-1-16,6
2019-1-16,4
2019-1-15,5
2019-1-13,6
2019-1-6,4
2019-1-4,5
2019-1-4,7
2019-1-3,4
2019-1-2,4
2019-1-1,5
2019-1-1,5
2018-12-31,5
2018-12-29,4
2018-12-28,5
2018-12-24,4
2018-12-23,7
2018-12-22,4
2018-12-18,5
2018-12-15,5
2018-12-14,4
2018-12-13,4
2018-12-11,4
2018-12-9,4
2018-12-8,5
2018-12-8,5
2018-12-1,5
2018-11-26,4
2018-11-25,4
2018-11-25,4
2018-11-25,4
2018-11-23,7
2018-11-22,5
2018-11-21,4
2018-11-19,5
2018-11-19,4
2018-11-18,5
2018-11-16,4
2018-11-14,4
2018-11-13,5
2018-11-12,4
2018-11-11,4
2018-11-7,15
2018-11-3,5
2018-11-2,4
2018-11-2,7
2018-11-1,5
2018-11-1,5
2018-10-31,4
2018-10-30,5
2018-10-30,5
2018-10-29,7
2018-10-28,4
2018-10-27,5
2018-10-27,18
2018-10-26,4
2018-10-24,5
2018-10-22,6
2018-10-21,6
2018-10-21,4
2018-10-16,4
2018-10-15,5
2018-10-14,4
2018-10-14,4
2018-10-14,4
2018-10-13,5
2018-10-13,4
2018-10-12,6
2018-10-12,4
2018-10-8,4
2018-10-6,4
2018-10-6,4
2018-10-6,6
2018-10-4,4
2018-10-4,4
2018-10-3,8
2018-10-3,5
2018-10-1,4
2018-9-30,4
2018-9-29,5
2018-9-28,4
2018-9-24,5
2018-9-23,5
2018-9-23,4
2018-9-22,4
2018-9-21,4
2018-9-20,7
2018-9-20,5
2018-9-19,5
2018-9-19,5
2018-9-19,4
2018-9-18,4
2018-9-18,4
2018-9-17,5
2018-9-15,4
2018-9-12,6
2018-9-11,4
2018-9-10,5
2018-9-9,4
2018-9-9,5
2018-9-9,4
2018-9-7,4
2018-9-6,6
2018-9-4,4
2018-9-2,4
2018-9-2,4
2018-9-2,7
2018-9-2,4
2018-9-2,8
2018-9-2,4
2018-9-1,4
2018-9-1,8
2018-8-31,5
2018-8-27,4
2018-8-26,12
2018-8-25,5
2018-8-25,5
2018-8-23,4
2018-8-23,4
2018-8-22,4
2018-8-21,4
2018-8-20,5
2018-8-20,4
2018-8-19,5
2018-8-18,4
2018-8-17,7
2018-8-15,5
2018-8-14,5
2018-8-12,5
2018-8-12,4
2018-8-11,5
2018-8-11,4
2018-8-11,4
2018-8-10,4
2018-8-10,4
2018-8-8,4
2018-8-8,6
2018-8-5,5
2018-8-5,6
2018-8-5,8
2018-8-5,4
2018-8-5,4
2018-8-4,6
2018-8-4,6
2018-8-4,4
2018-8-4,4
2018-7-31,5
2018-7-30,4
2018-7-30,4
2018-7-29,4
2018-7-29,5
2018-7-29,4
2018-7-28,10
2018-7-28,6
2018-7-27,5
2018-7-27,4
2018-7-26,7
2018-7-26,4
2018-7-26,6
2018-7-25,4
2018-7-23,5
2018-7-21,4
2018-7-21,7
2018-7-20,5
2018-7-20,4
2018-7-18,4
2018-7-16,6
2018-7-16,5
2018-7-16,5
2018-7-15,4
2018-7-15,5
2018-7-14,4
2018-7-13,4
2018-7-12,5
2018-7-11,4
2018-7-11,4
2018-7-9,5
2018-7-9,5
2018-7-8,6
2018-7-8,4
2018-7-7,5
2018-7-5,4
2018-7-5,4
2018-7-5,6
2018-7-5,6
2018-7-5,6
2018-7-4,4
2018-7-3,6
2018-7-3,4
2018-7-2,4
2018-7-1,6
2018-6-30,6
2018-6-30,7
2018-6-30,5
2018-6-28,5
2018-6-27,4
2018-6-27,4
2018-6-27,4
2018-6-25,6
2018-6-24,7
2018-6-24,4
2018-6-24,4
2018-6-24,4
2018-6-24,4
2018-6-24,5
2018-6-23,4
2018-6-23,5
2018-6-23,4
2018-6-22,4
2018-6-21,4
2018-6-21,4
2018-6-21,4
2018-6-20,5
2018-6-19,4
2018-6-18,4
2018-6-18,5
2018-6-17,4
2018-6-17,20
2018-6-17,4
2018-6-17,4
2018-6-14,5
2018-6-14,5
2018-6-14,5
2018-6-14,4
2018-6-14,4
2018-6-12,4
2018-6-11,4
2018-6-11,6
2018-6-10,6
2018-6-10,5
2018-6-10,7
2018-6-10,6
2018-6-10,6
2018-6-10,4
2018-6-9,4
2018-6-9,4
2018-6-9,5
2018-6-5,4
2018-6-3,5
2018-6-3,4
2018-6-2,7
2018-6-2,5
2018-5-31,5
2018-5-27,4
2018-5-27,4
2018-5-25,4
2018-5-20,4
2018-5-20,8
2018-5-18,23
2018-5-16,6
2018-5-14,4
2018-5-13,4
2018-5-13,5
2018-5-13,4
2018-5-12,6
2018-5-12,4
2018-5-11,4
2018-5-11,5
2018-5-9,4
2018-5-9,4
2018-5-7,5
2018-5-6,4
2018-5-6,6
2018-5-5,5
2018-5-4,4
2018-5-4,4
2018-5-2,5
2018-5-2,5
2018-5-2,5
2018-5-1,5
2018-4-30,4
2018-4-30,4
2018-4-29,4
2018-4-29,4
2018-4-29,4
2018-4-29,4
2018-4-28,5
2018-4-25,4
2018-4-25,4
2018-4-24,4
2018-4-22,7
2018-4-22,6
2018-4-21,4
2018-4-20,6
2018-4-18,7
2018-4-15,6
2018-4-9,4
2018-4-8,4
2018-4-8,4
2018-4-6,4
2018-4-6,4
2018-4-4,4
2018-4-2,4
2018-4-1,5
2018-4-1,5
2018-3-31,5
2018-3-29,4
2018-3-29,4
2018-3-24,4
2018-3-21,6
2018-3-17,7
2018-3-17,4
2018-3-13,4
2018-3-12,4
2018-3-11,6
2018-3-11,4
2018-3-11,5
2018-3-9,4
2018-3-7,4
2018-3-4,5
2018-3-3,4
2018-3-3,4
2018-2-27,4
2018-2-26,5
2018-2-23,4
2018-2-18,5
2018-2-17,8
2018-2-17,5
2018-2-16,4
2018-2-14,34
2018-2-13,5
2018-2-11,7
2018-2-10,5
2018-2-7,6
2018-2-5,6
2018-2-3,6
2018-1-31,4
2018-1-28,5
2018-1-28,5
2018-1-28,4
2018-1-27,4
2018-1-27,5
2018-1-25,4
2018-1-23,16
2018-1-23,4
2018-1-21,4
2018-1-21,4
2018-1-17,4
2018-1-15,5
2018-1-14,5
2018-1-14,4
2018-1-12,5
2018-1-11,4
2018-1-7,6
2018-1-7,4
2018-1-5,6
2018-1-4,4
2018-1-1,4
2017-12-31,8
2017-12-31,4
2017-12-31,4
2017-12-27,4
2017-12-26,5
2017-12-24,5
2017-12-24,5
2017-12-23,4
2017-12-23,4
2017-12-21,4
2017-12-21,4
2017-12-16,4
2017-12-15,5
2017-12-13,4
2017-12-12,4
2017-12-12,4
2017-12-9,4
2017-12-6,4
2017-12-4,4
2017-12-3,4
2017-12-2,4
2017-11-30,5
2017-11-24,7
2017-11-24,6
2017-11-18,4
2017-11-17,4
2017-11-16,7
2017-11-14,4
2017-11-14,18
2017-11-12,7
2017-11-12,5
2017-11-12,4
2017-11-11,4
2017-11-11,6
2017-11-11,6
2017-11-10,4
2017-11-9,4
2017-11-5,47
2017-11-4,4
2017-11-4,4
2017-11-4,4
2017-11-3,4
2017-11-3,4
2017-11-3,4
2017-11-3,5
2017-10-29,4
2017-10-28,4
2017-10-28,4
2017-10-27,6
2017-10-27,4
2017-10-23,5
2017-10-22,4
2017-10-22,9
2017-10-21,4
2017-10-21,4
2017-10-21,4
2017-10-21,4
2017-10-18,6
2017-10-17,4
2017-10-16,4
2017-10-15,4
2017-10-15,4
2017-10-12,4
2017-10-11,4
2017-10-10,4
2017-10-9,5
2017-10-7,4
2017-10-6,5
2017-10-5,4
2017-10-3,4
2017-10-1,5
2017-10-1,500
2017-9-30,4
2017-9-28,4
2017-9-26,4
2017-9-26,4
2017-9-26,4
2017-9-24,4
2017-9-24,9
2017-9-24,4
2017-9-24,4
2017-9-24,4
2017-9-23,5
2017-9-23,5
2017-9-23,4
2017-9-20,5
2017-9-17,4
2017-9-17,5
2017-9-16,8
2017-9-15,4
2017-9-13,6
2017-9-13,4
2017-9-13,4
2017-9-13,4
2017-9-10,10
2017-9-10,4
2017-9-9,4
2017-9-6,4
2017-9-4,4
2017-9-3,5
2017-9-2,4
2017-9-2,4
2017-8-28,6
2017-8-27,5
2017-8-27,4
2017-8-25,4
2017-8-24,4
2017-8-22,4
2017-8-21,4
2017-8-21,4
2017-8-21,4
2017-8-21,4
2017-8-21,4
2017-8-20,4
2017-8-20,7
2017-8-19,5
2017-8-16,4
2017-8-14,4
2017-8-13,5
2017-8-13,4
2017-8-13,4
2017-8-12,4
2017-8-8,7
2017-8-6,6
2017-8-6,4
2017-8-6,7
2017-8-5,4
2017-8-5,4
2017-8-5,4
2017-8-4,5
2017-8-3,4
2017-8-2,4
2017-8-1,4
2017-8-1,6
2017-8-1,7
2017-7-31,4
2017-7-30,4
2017-7-30,6
2017-7-29,5
2017-7-29,5
2017-7-28,4
2017-7-27,5
2017-7-26,7
2017-7-25,4
2017-7-23,4
2017-7-23,4
2017-7-22,5
2017-7-19,5
2017-7-19,4
2017-7-18,4
2017-7-18,4
2017-7-18,4
2017-7-15,4
2017-7-15,4
2017-7-9,7
2017-7-8,4
2017-7-8,9
2017-7-6,4
2017-7-5,4
2017-7-5,4
2017-7-5,5
2017-7-4,4
2017-7-4,5
2017-7-4,4
2017-7-3,4
2017-7-3,4
2017-7-2,4
2017-7-2,4
2017-7-1,25
2017-7-1,4
2017-7-1,4
2017-7-1,4
2017-6-30,8
2017-6-27,5
2017-6-25,4
2017-6-25,4
2017-6-24,5
2017-6-24,5
2017-6-24,4
2017-6-22,7
2017-6-18,5
2017-6-18,4
2017-6-18,4
2017-6-18,7
2017-6-17,4
2017-6-17,5
2017-6-15,4
2017-6-15,5
2017-6-14,6
2017-6-14,4
2017-6-14,6
2017-6-13,4
2017-6-13,4
2017-6-13,4
2017-6-11,9
2017-6-11,4
2017-6-11,4
2017-6-10,4
2017-6-9,7
2017-6-8,6
2017-6-6,5
2017-6-5,6
2017-6-3,4
2017-6-3,5
2017-6-2,4
2017-6-2,5
2017-6-1,4
2017-5-30,4
2017-5-29,4
2017-5-28,12
2017-5-28,6
2017-5-28,5
2017-5-27,4
2017-5-27,8
2017-5-27,9
2017-5-26,4
2017-5-21,4
2017-5-21,4
2017-5-20,10
2017-5-16,4
2017-5-14,7
2017-5-14,5
2017-5-14,5
2017-5-14,4
2017-5-10,4
2017-5-9,4
2017-5-7,10
2017-5-4,4
2017-5-2,4
2017-5-1,5
2017-4-30,8
2017-4-30,5
2017-4-30,5
2017-4-30,6
2017-4-29,4
2017-4-29,5
2017-4-29,6
2017-4-29,4
2017-4-29,4
2017-4-29,4
2017-4-28,4
2017-4-27,4
2017-4-26,4
2017-4-21,4
2017-4-20,4
2017-4-16,4
2017-4-16,4
2017-4-16,9
2017-4-15,4
2017-4-15,4
2017-4-15,4
2017-4-15,6
2017-4-15,4
2017-4-15,4
2017-4-13,4
2017-4-9,4
2017-4-9,4
2017-4-7,4
2017-4-7,5
2017-4-7,5
2017-4-7,6
2017-4-6,4
2017-4-3,4
2017-4-3,7
2017-4-2,6
2017-4-2,5
2017-4-1,5
2017-4-1,5
2017-4-1,5
2017-3-30,4
2017-3-27,6
2017-3-26,4
2017-3-26,6
2017-3-26,17
2017-3-25,5
2017-3-25,4
2017-3-25,4
2017-3-24,5
2017-3-24,7
2017-3-22,5
2017-3-19,6
2017-3-18,5
2017-3-15,4
2017-3-10,4
2017-3-10,4
2017-3-7,4
2017-3-5,4
2017-3-4,5
2017-3-4,4
2017-3-3,4
2017-3-3,5
2017-2-28,6
2017-2-27,4
2017-2-26,5
2017-2-25,5
2017-2-25,5
2017-2-22,4
2017-2-21,4
2017-2-21,4
2017-2-20,5
2017-2-19,4
2017-2-18,4
2017-2-18,4
2017-2-15,4
2017-2-15,5
2017-2-12,7
2017-2-12,4
2017-2-12,5
2017-2-11,4
2017-2-11,4
2017-2-10,6
2017-2-9,4
2017-2-8,5
2017-2-7,4
2017-2-7,5
2017-2-6,4
2017-1-31,4
2017-1-31,4
2017-1-30,4
2017-1-29,5
2017-1-27,4
2017-1-27,10
2017-1-26,5
2017-1-25,6
2017-1-22,5
2017-1-22,4
2017-1-22,4
2017-1-21,6
2017-1-21,5
2017-1-21,4
2017-1-20,5
2017-1-20,4
2017-1-16,4
2017-1-16,8
2017-1-15,4
2017-1-15,5
2017-1-12,5
2017-1-12,4
2017-1-11,4
2017-1-11,4
2017-1-7,4
2017-1-6,4
2017-1-6,11
2017-1-4,4
2017-1-3,4
2017-1-1,5
2017-1-1,4
2017-1-1,7
2016-12-31,4
2016-12-31,4
2016-12-30,5
2016-12-30,5
2016-12-28,5
2016-12-25,7
2016-12-25,4
2016-12-25,6
2016-12-24,7
2016-12-24,4
2016-12-23,4
2016-12-23,4
2016-12-17,5
2016-12-17,4
2016-12-16,4
2016-12-16,4
2016-12-12,4
2016-12-11,4
2016-12-11,5
2016-12-11,5
2016-12-11,4
2016-12-9,4
2016-12-9,4
2016-12-5,5
2016-12-3,6
2016-12-2,6
2016-12-1,4
2016-11-30,6
2016-11-28,4
2016-11-28,4
2016-11-28,4
2016-11-27,10
2016-11-27,7
2016-11-26,6
2016-11-25,4
2016-11-24,6
2016-11-24,4
2016-11-23,4
2016-11-22,5
2016-11-18,4
2016-11-17,8
2016-11-13,5
2016-11-13,4
2016-11-13,5
2016-11-13,4
2016-11-12,6
2016-11-12,4
2016-11-12,5
2016-11-11,4
2016-11-10,4
2016-11-9,5
2016-11-9,4
2016-11-9,4
2016-11-5,4
2016-11-5,5
2016-11-5,4
2016-11-5,8
2016-11-5,5
2016-11-4,4
2016-11-3,4
2016-11-3,4
2016-11-2,5
2016-11-1,6
2016-10-31,4
2016-10-30,4
2016-10-30,6
2016-10-30,4
2016-10-30,7
2016-10-30,5
2016-10-29,5
2016-10-29,4
2016-10-29,4
2016-10-28,6
2016-10-28,4
2016-10-27,4
2016-10-25,4
2016-10-25,5
2016-10-23,6
2016-10-22,7
2016-10-18,4
2016-10-17,5
2016-10-15,5
2016-10-15,6
2016-10-15,15
2016-10-14,7
2016-10-13,4
2016-10-9,9
2016-10-9,4
2016-10-8,4
2016-10-4,5
2016-10-3,4
2016-10-2,5
2016-10-1,4
2016-10-1,4
2016-9-29,4
2016-9-26,4
2016-9-26,4
2016-9-26,7
2016-9-25,4
2016-9-24,8
2016-9-23,5
2016-9-18,4
2016-9-18,4
2016-9-18,4
2016-9-17,9
2016-9-17,6
2016-9-17,7
2016-9-17,4
2016-9-16,4
2016-9-16,7
2016-9-14,4
2016-9-13,5
2016-9-11,6
2016-9-11,6
2016-9-11,5
2016-9-11,5
2016-9-11,4
2016-9-11,4
2016-9-10,4
2016-9-8,4
2016-9-8,5
2016-9-5,5
2016-9-5,4
2016-9-4,11
2016-9-3,4
2016-9-3,4
2016-8-30,4
2016-8-30,4
2016-8-29,6
2016-8-28,6
2016-8-28,4
2016-8-28,4
2016-8-28,5
2016-8-27,7
2016-8-27,6
2016-8-25,5
2016-8-21,4
2016-8-21,13
2016-8-20,4
2016-8-20,5
2016-8-20,5
2016-8-18,4
2016-8-17,4
2016-8-14,4
2016-8-14,5
2016-8-13,4
2016-8-13,4
2016-8-13,4
2016-8-13,4
2016-8-12,4
2016-8-12,4
2016-8-11,4
2016-8-10,4
2016-8-10,4
2016-8-8,7
2016-8-8,4
2016-8-7,4
2016-8-7,4
2016-8-7,4
2016-8-7,4
2016-8-6,5
2016-8-5,4
2016-8-5,4
2016-8-4,4
2016-8-3,4
2016-8-2,4
2016-8-1,4
2016-7-31,4
2016-7-31,5
2016-7-30,5
2016-7-30,4
2016-7-30,5
2016-7-29,7
2016-7-28,5
2016-7-28,4
2016-7-28,4
2016-7-25,21
2016-7-24,8
2016-7-23,4
2016-7-23,4
2016-7-23,4
2016-7-23,5
2016-7-22,5
2016-7-21,5
2016-7-20,4
2016-7-19,4
2016-7-17,4
2016-7-17,7
2016-7-17,4
2016-7-16,5
2016-7-16,5
2016-7-16,15
2016-7-16,4
2016-7-16,6
2016-7-15,4
2016-7-14,4
2016-7-14,4
2016-7-14,4
2016-7-13,5
2016-7-13,4
2016-7-11,5
2016-7-11,4
2016-7-11,5
2016-7-11,4
2016-7-7,4
2016-7-7,14
2016-7-7,5
2016-7-5,4
2016-7-4,7
2016-7-4,5
2016-7-4,4
2016-7-4,4
2016-7-4,4
2016-7-4,8
2016-7-3,5
2016-7-3,4
2016-6-30,5
2016-6-29,5
2016-6-28,4
2016-6-28,4
2016-6-27,4
2016-6-26,4
2016-6-26,5
2016-6-26,5
2016-6-26,4
2016-6-26,4
2016-6-25,7
2016-6-25,4
2016-6-25,4
2016-6-24,4
2016-6-24,5
2016-6-24,5
2016-6-22,4
2016-6-22,4
2016-6-22,4
2016-6-21,4
2016-6-21,4
2016-6-19,4
2016-6-18,4
2016-6-18,4
2016-6-18,4
2016-6-14,4
2016-6-14,4
2016-6-13,4
2016-6-13,5
2016-6-13,5
2016-6-12,103
2016-6-11,4
2016-6-11,4
2016-6-11,4
2016-6-11,5
2016-6-11,5
2016-6-9,4
2016-6-8,4
2016-6-8,4
2016-6-6,4
2016-6-5,6
2016-6-5,4
2016-6-5,6
2016-6-5,4
2016-6-4,4
2016-5-31,4
2016-5-31,4
2016-5-30,5
2016-5-30,5
2016-5-29,4
2016-5-29,6
2016-5-29,4
2016-5-29,8
2016-5-23,5
2016-5-22,4
2016-5-22,4
2016-5-22,4
2016-5-21,4
2016-5-18,4
2016-5-17,4
2016-5-15,5
2016-5-15,4
2016-5-14,5
2016-5-14,4
2016-5-11,5
2016-5-11,5
2016-5-8,4
2016-5-6,5
2016-5-6,4
2016-5-6,6
2016-5-5,8
2016-5-5,4
2016-5-4,8
2016-5-1,5
2016-4-29,4
2016-4-29,5
2016-4-27,4
2016-4-27,4
2016-4-26,5
2016-4-25,4
2016-4-25,5
2016-4-24,5
2016-4-24,4
2016-4-23,4
2016-4-23,4
2016-4-23,4
2016-4-23,5
2016-4-22,8
2016-4-22,6
2016-4-19,5
2016-4-17,4
2016-4-17,4
2016-4-17,7
2016-4-16,5
2016-4-16,6
2016-4-16,4
2016-4-10,4
2016-4-10,4
2016-4-9,4
2016-4-9,4
2016-4-9,4
2016-4-7,4
2016-3-31,4
2016-3-25,4
2016-3-25,4
2016-3-21,4
2016-3-12,4
2016-3-12,4
2016-3-11,4
2016-3-11,5
2016-3-9,8
2016-3-8,5
2016-3-7,4
2016-3-7,5
2016-3-6,7
2016-3-6,4
2016-3-6,9
2016-3-5,4
2016-3-4,4
2016-2-28,4
2016-2-27,4
2016-2-23,4
2016-2-20,4
2016-2-20,4
2016-2-19,4
2016-2-14,4
2016-2-14,5
2016-2-13,4
2016-2-7,6
2016-2-7,12
2016-2-7,8
2016-2-7,4
2016-2-6,4
2016-2-6,4
2016-2-6,8
2016-2-3,4
2016-1-26,5
2016-1-17,4
2016-1-11,5
2016-1-8,4
2016-1-8,5
2016-1-7,4
2016-1-6,4
2015-12-31,6
2015-12-27,4
2015-12-26,4
2015-12-25,4
2015-12-25,4
2015-12-21,4
2015-12-20,5
2015-12-20,4
2015-12-19,5
2015-12-13,4
2015-12-13,4
2015-12-12,4
2015-12-12,4
2015-12-11,4
2015-12-11,4
2015-12-8,4
2015-12-6,4
2015-12-6,5
2015-12-2,35
2015-12-2,4
2015-11-29,5
2015-11-27,4
2015-11-24,4
2015-11-22,4
2015-11-22,4
2015-11-22,5
2015-11-22,4
2015-11-22,4
2015-11-22,17
2015-11-21,4
2015-11-20,4
2015-11-18,5
2015-11-16,4
2015-11-15,4
2015-11-14,4
2015-11-9,4
2015-11-8,4
2015-11-8,4
2015-11-7,4
2015-11-6,4
2015-11-3,5
2015-11-2,4
2015-10-28,4
2015-10-27,5
2015-10-26,5
2015-10-25,5
2015-10-25,5
2015-10-25,5
2015-10-24,4
2015-10-22,4
2015-10-19,6
2015-10-18,4
2015-10-17,4
2015-10-17,5
2015-10-12,4
2015-10-10,6
2015-10-10,4
2015-10-10,4
2015-10-9,4
2015-10-6,5
2015-10-2,5
2015-10-1,19
2015-9-28,5
2015-9-28,5
2015-9-28,5
2015-9-28,4
2015-9-27,4
2015-9-27,4
2015-9-25,4
2015-9-24,5
2015-9-23,4
2015-9-23,5
2015-9-23,4
2015-9-20,6
2015-9-20,4
2015-9-20,6
2015-9-19,4
2015-9-17,6
2015-9-17,4
2015-9-15,4
2015-9-13,6
2015-9-12,4
2015-9-12,6
2015-9-12,6
2015-9-12,4
2015-9-11,5
2015-9-10,5
2015-9-8,4
2015-9-8,4
2015-9-7,6
2015-9-7,4
2015-9-5,4
2015-9-5,4
2015-9-5,4
2015-9-5,4
2015-8-30,5
2015-8-29,4
2015-8-28,4
2015-8-27,4
2015-8-26,4
2015-8-26,4
2015-8-26,4
2015-8-25,4
2015-8-23,8
2015-8-22,4
2015-8-22,4
2015-8-21,8
2015-8-21,7
2015-8-16,6
2015-8-16,4
2015-8-16,5
2015-8-15,4
2015-8-15,4
2015-8-15,4
2015-8-10,4
2015-8-9,4
2015-8-9,4
2015-8-9,4
2015-8-8,5
2015-8-8,12
2015-8-8,8
2015-8-7,4
2015-8-6,4
2015-8-4,5
2015-8-3,5
2015-8-2,9
2015-8-2,7
2015-8-2,5
2015-8-2,5
2015-8-2,4
2015-8-1,4
2015-7-30,4
2015-7-27,5
2015-7-26,5
2015-7-26,4
2015-7-25,4
2015-7-24,7
2015-7-22,6
2015-7-21,4
2015-7-20,6
2015-7-19,4
2015-7-19,6
2015-7-19,4
2015-7-18,4
2015-7-18,5
2015-7-18,5
2015-7-18,4
2015-7-17,5
2015-7-17,4
2015-7-17,4
2015-7-16,5
2015-7-15,5
2015-7-15,4
2015-7-15,7
2015-7-15,4
2015-7-15,5
2015-7-14,4
2015-7-13,4
2015-7-13,5
2015-7-12,5
2015-7-12,4
2015-7-7,4
2015-7-7,4
2015-7-5,6
2015-7-5,9
2015-7-5,4
2015-7-4,4
2015-7-4,5
2015-7-4,4
2015-7-4,4
2015-7-4,4
2015-7-2,4
2015-6-29,4
2015-6-28,6
2015-6-28,5
2015-6-28,6
2015-6-27,4
2015-6-27,4
2015-6-24,4
2015-6-22,7
2015-6-21,4
2015-6-21,5
2015-6-20,10
2015-6-20,12
2015-6-19,4
2015-6-15,4
2015-6-14,4
2015-6-14,4
2015-6-14,4
2015-6-13,5
2015-6-13,4
2015-6-13,4
2015-6-13,5
2015-6-13,5
2015-6-12,4
2015-6-11,9
2015-6-11,4
2015-6-10,4
